Terril Iowa|1424490.0
Bernard Iowa|284899.0
Cascade Iowa|4843280.0
Peosta Iowa|5102280.0
Estherville Iowa|13778700.0
Oelwein Iowa|12457800.0
Charles City Iowa|16109700.0
Rockford Iowa|1631690.0
Hampton Iowa|11473600.0
Hamburg Iowa|2848990.0
Sidney Iowa|3574180.0
Bayard Iowa|1191390.0
Ellsworth Iowa|2330990.0
Buckeye Iowa|2589990.0
Logan Iowa|2589990.0
Missouri Valley Iowa|8106660.0
Mount Pleasant Iowa|22040800.0
Rome Iowa|340000.0
Cresco Iowa|8676460.0
Bradgate Iowa|910000.0
Dakota City Iowa|1916590.0
Ottosen Iowa|1476290.0
Holstein Iowa|3859080.0
Andrew Iowa|700000.0
Colfax Iowa|4636080.0
Baxter Iowa|1683490.0
Monroeia|4377080.0
Newton Iowa|28982000.0
Valeria Iowa|130000.0
Fairfield Iowa|16213300.0
Iowa City|64775600.0
Solon Iowa|3600080.0
Anamosa Iowa|6733970.0
Harper Iowa|233099.0
Sigourney Iowa|5646170.0
Fenton Iowa|880596.0
Whittemore Iowa|1087800.0
Keokuk Iowa|23646600.0
Montrose Iowa|2900790.0
West Point Iowa|1579890.0
Alburnett Iowa|2123790.0
Cedar Rapids|183371000.0
Hiawatha Iowa|10955600.0
Chariton Iowa|9893750.0
Wapello Iowa|3341080.0
Inwood Iowa|3470580.0
Larchwood Iowa|2564090.0
Lester Iowa|4713780.0
Beacon Iowa|2589990.0
Leighton Iowa|260000.0
Onawa Iowa|13442000.0
Albia Iowa|8262060.0
"City of Muscatine|Muscatine Iowa"|44806800.0
Braddyville Iowa|1372690.0
College Springs Iowa|2848990.0
Pocahontas Iowa|5231780.0
Altoona Iowa|24216400.0
Carson Iowa|1838890.0
Grinnell Iowa|14503900.0
Montezuma Iowa|6423170.0
Beaconsfield Iowa|1864790.0
Maloy Iowa|1605790.0
Sac City Iowa|12587300.0
Blue Grass Iowa|7485070.0
Buffalo Iowa|16705400.0
Princeton Iowa|6630370.0
Harlan Iowa|11370000.0
Boyden Iowa|1942490.0
Cambridge Iowa|2848990.0
Colo Iowa|2745390.0
Kelley Iowa|1761190.0
Story City Iowa|6215970.0
Chelsea Iowa|2615890.0
Blockton Iowa|1683490.0
Thayer Iowa|233099.0
Birmingham Iowa|2745390.0
Bonaparte Iowa|960000.0
Blakesburg Iowa|700000.0
Ottumwa Iowa|41077200.0
Norwalk Iowa|27816500.0
Kalona Iowa|5283580.0
Corydon Iowa|3600080.0
Humeston Iowa|1579890.0
Fort Dodge Iowa|41569300.0
Scarville Iowa|210000.0
Northwood Iowa|9738360.0
Galt Iowa|1398590.0
Goldfield Iowa|3082090.0
Cherokee Kansas|1838890.0
Chanute Kansas|18207600.0
Burlingame Kansas|2305090.0
Pratt Kansas|19088200.0
Scandia Kansas|1243190.0
Cheney Kansas|5154080.0
Macksville Kansas|2589990.0
Kansas City Kansas|323256000.0
Blandville|517998.0
Cloverport Kentucky|4143980.0
Bellevue Kentucky|2330990.0
Winchester Kentucky|19683900.0
Warsaw Kentucky|2589990.0
Clarkson Kentucky|1553990.0
Leitchfield Kentucky|22791900.0
Elizabethtown Kentucky|65785700.0
Audubon Park Kentucky|800000.0
Wilmore Kentucky|6733970.0
Covington Kentucky|33928800.0
Salyersville Kentucky|5438980.0
Richmond Kentucky|49468800.0
Maysville Kentucky|51540800.0
City of Paducah|51540800.0
Carlisle Kentucky|3366980.0
Butler Kentucky|600000.0
Morehead Kentucky|23827900.0
Bowling Green Kentucky|91685600.0
Caribou Maine|205282000.0
Ellsworth Maine|205334000.0
"Brewer Maine|City of Brewer"|39445500.0
Old Town Maine|100621000.0
Eastport Maine|9401660.0
Crisfield Maryland|4195780.0
Easton Maryland|27350300.0
North Adams Massachusetts|52835800.0
Fall River Massachusetts|85800000.0
Easthampton Massachusetts|34705800.0
Everett Massachusetts|8805960.0
Malden Massachusetts|13208900.0
Somerville Massachusetts|10619000.0
City of Quincy|43511800.0
Brockton Massachusetts|55684700.0
Revere Massachusetts|15280900.0
Chelsea Massachusetts|5700000.0
Leominster Massachusetts|74850700.0
Douglas Michigan|4532480.0
Alpena Michigan|22118500.0
Omer Michigan|2926690.0
Standish Michigan|5568470.0
Essexville Michigan|3366980.0
Bronson Michigan|3548280.0
Marshall Michigan|16265100.0
Springfield Michigan|9479360.0
Charlevoix Michigan|5309480.0
St. Johns Michigan|10023300.0
Olivet Michigan|2641790.0
City of Swartz Creek|10463600.0
City of Twentynine Palms|153179000.0
St. Louis Michigan|8650560.0
Mason Michigan|13208900.0
Williamston Michigan|6319570.0
Ionia Michigan|13856400.0
Mount Pleasant Michigan|20046500.0
East Grand Rapids Michigan|7588670.0
Kentwood|54130800.0
Lowell Michigan|7459170.0
Wyoming Michigan|63817300.0
St. Ignace Michigan|6941170.0
Manistee Michigan|8521060.0
Menominee Michigan|13338400.0
Coleman Michigan|3263390.0
McBain Michigan|3237490.0
Carson City Michigan|2693590.0
Greenville Michigan|16420500.0
Stanton Michigan|5568470.0
Grant Michigan|1683490.0
Auburn Hills Michigan|42993800.0
Berkley Michigan|6785770.0
Birmingham Michigan|12406000.0
Bloomfield Hills Michigan|12846300.0
Clawson Michigan|5697970.0
City of Farmington|6889370.0
City of Farmington Hills|86194800.0
Hazel Park Michigan|7303770.0
Huntington Woods Michigan|3807280.0
Keego Harbor Michigan|1294990.0
Goes|92840000.0
"Sneek|Snits"|30180000.0
Ede|318330000.0
Rhenen|42009600.0
Vianen|39470000.0
Geertruidenberg|27020000.0
Lathrup Village Michigan|3884980.0
Oak Park Michigan|13364300.0
Orchard Lake Village|6319570.0
City of Pontiac|51722100.0
City of Rochester|9919650.0
City of the Village of Clarkston|1139590.0
Troy Michigan|86686900.0
Rose City Michigan|2797190.0
West Branch Michigan|3833180.0
Ferrysburg Michigan|7744060.0
Grand Haven Michigan|14944200.0
Hudsonville Michigan|10722600.0
Zeeland Michigan|7744060.0
Saginaw|44910400.0
Sandusky Michigan|5542570.0
City of Manistique Michigan|8262060.0
Saint Clair|7588670.0
Yale Michigan|3574180.0
Port Huron Michigan|20927100.0
Caro Michigan|7226070.0
Vassar Michigan|5490770.0
Hartford Michigan|3444680.0
Chelsea Michigan|9401660.0
Dearborn Heights Michigan|30406500.0
Flat Rock Michigan|16912600.0
Garden City Michigan|15203200.0
Gibraltar Michigan|9790160.0
City of Grosse Pointe|2745390.0
Grosse Pointe Farms Michigan|7122470.0
Grosse Pointe Woods Michigan|8417460.0
Grosse Pointe Park Michigan|5620270.0
Hamtramck Michigan|5413080.0
City of Highland Park|7692260.0
Inkster Michigan|16187400.0
City of Plymouth Michigan|5723870.0
Riverview Michigan|11370000.0
Southgate Michigan|17741400.0
Nowthen Minnesota|86920000.0
Ham Lake Minnesota|89069700.0
Lexington Minnesota|1787090.0
Ramsey Minnesota|74617600.0
Wilton Minnesota|6008770.0
Pemberton Minnesota|470000.0
St. Clair Minnesota|2123790.0
Moorhead Minnesota|51281800.0
Mountain Lake Minnesota|3962680.0
Crosslake Minnesota|66666300.0
Deerwood Minnesota|3859080.0
Apple Valley Minnesota|43667200.0
Burnsville Minnesota|64516600.0
Lakeville Minnesota|93395000.0
West Saint Paul Minnesota|12716800.0
Dodge Center Minnesota|5387180.0
Alexandria Minnesota|41336200.0
Rushford Minnesota|4428880.0
City of Red Wing Minnesota|89613600.0
Zumbrota Minnesota|6915270.0
Brooklyn Center Minnesota|20616300.0
Brooklyn Park Minnesota|67521000.0
Schagen|167000000.0
Edina Minnesota|40015300.0
Hopkins Minnesota|10567200.0
Independence Minnesota|83837900.0
Medicine Lake Minnesota|470000.0
Minnetonka Minnesota|69748400.0
Orono Minnesota|41388000.0
Richfield Minnesota|17793200.0
Plymouth Minnesota|84640800.0
Woodland Minnesota|1502190.0
Wayzata Minnesota|7977160.0
Warba Minnesota|8313860.0
St. Vincent Minnesota|2797190.0
Montgomery Minnesota|6785770.0
Tyler Minnesota|5102280.0
Oslo Minnesota|932396.0
Trimont Minnesota|1916590.0
Stewart Minnesota|2097890.0
City of Austin|30536000.0
City of Lyle|1968390.0
Fulda Minnesota|2667690.0
Gary Minnesota|854696.0
City of Rochester|141387000.0
Goedereede|71320000.0
Leerdam|33790000.0
Goodridge Minnesota|492098.0
East Grand Forks Minnesota|15306800.0
Erskine Minnesota|1761190.0
North St. Paul Minnesota|7381470.0
Lamberton Minnesota|2020190.0
Morgan Minnesota|1424490.0
Walnut Grove Minnesota|2745390.0
City of Lonsdale Minnesota|7070670.0
Faribault Minnesota|39678600.0
Luverne Minnesota|9531160.0
Jordan Minnesota|8521060.0
City of Savage|40481500.0
Elk River Minnesota|109531000.0
Zimmerman Minnesota|8857760.0
Ely Minnesota|7070670.0
Belgrade Minnesota|3159790.0
Roscoe Minnesota|1657590.0
St. Joseph Minnesota|10075100.0
St. Martin Minnesota|2227390.0
Saint Rosa Minnesota|984195.0
Waite Park Minnesota|23050900.0
Birchwood Village Minnesota|880596.0
"150px|Cottage Grove Minnesota"|87075400.0
Lake St. Croix Beach Minnesota|1424490.0
Marine on St. Croix Minnesota|10049200.0
St. Marys Point Minnesota|1010100.0
St. Paul Park Minnesota|7744060.0
Stillwater Minnesota|18026300.0
"250px|Woodbury Minnesota"|89950300.0
St. James Minnesota|6215970.0
Winona Minnesota|48795400.0
Delano Minnesota|10489500.0
St. Michael Minnesota|84770300.0
St. Leo Minnesota|673397.0
Corinth Mississippi|78994600.0
Natchez Mississippi|34187800.0
Bay St. Louis Mississippi|15798900.0
Waveland Mississippi|17611900.0
Long Beach Mississippi|25900000.0
Gulfport Mississippi|147370000.0
Laurel Mississippi|39885800.0
NULL|132348000.0
Picayune Mississippi|30561900.0
McComb Mississippi|30043900.0
Bolckow Missouri|854696.0
Cassville Missouri|8339760.0
