小矢部市 NULL
黒部市 NULL
砺波市 NULL
滑川市 NULL
氷見市 NULL
小松市 NULL
羽咋市 NULL
珠洲市 NULL
小浜市 NULL
輪島市 NULL
鯖江市 NULL
敦賀市 NULL
|{甲府||甲府市}| NULL
岡谷市 NULL
駒ヶ根市 NULL
諏訪市 NULL
飯田市 NULL
|{中野||中野区 · Nakano City}| NULL
大町市 NULL
飯山市 NULL
茅野市 NULL
佐久市 NULL
千曲市 NULL
大垣市 NULL
関市 NULL
中津川市 NULL
多治見市 NULL
瑞浪市 NULL
高山市 NULL
可児市 NULL
各務原市 NULL
|{一宮||一宮市 · Ichinomiya}| NULL
|{豊田||豊田市 · Toyota City}| NULL
|{四日市市||四日市市 · Yokkaichi}| NULL
桑名市 NULL
彦根市 NULL
長浜市 NULL
草津市 NULL
栗東市 NULL
守山市 NULL
福知山市 NULL
舞鶴市 NULL
綾部市 NULL
亀岡市 NULL
向日 NULL
長岡京市 NULL
|{八幡||八幡市 · Yawata}| NULL
京田辺市 NULL
宮津 NULL
|{岸和田||岸和田市 · Kishiwada}| NULL
|{豊中||豊中市 · Toyonaka}| NULL
池田市 NULL
|{吹田||吹田市 · Suita}| NULL
泉大津市 NULL
|{高槻||高槻市 · Takatsuki}| NULL
|{枚方||枚方市 · Hirakata}| NULL
|{茨木||茨木市 · Ibaraki}| NULL
富田林市 NULL
泉佐野市 NULL
|{寝屋川||寝屋川市 · Neyagawa}| NULL
河内長野市 NULL
松原市 NULL
大東市 NULL
箕面市 NULL
柏原市 NULL
羽曳野市 NULL
門真市 NULL
高石市 NULL
摂津市 NULL
泉南市 NULL
|{東大阪||東大阪市 · Higashiōsaka}| NULL
四条畷市 NULL
大阪狭山市 NULL
|{尼崎||尼崎市 · Amagasaki}| NULL
|{明石||明石市}| NULL
|{西宮||西宮市 · Nishinomiya}| NULL
|{姫路||姫路市 · Himeji}| NULL
伊丹市 NULL
相生 NULL
洲本市 NULL
|{加古川||加古川市 · Kakogawa}| NULL
たつの市 NULL
西脇市 NULL
赤穂市 NULL
|{宝塚||宝塚市 · Takarazuka}| NULL
三木市 NULL
高砂市 NULL
豊岡市 NULL
三田市 NULL
川西市 NULL
加西市 NULL
篠山市 NULL
大和郡山市 NULL
橿原市 NULL
天理市 NULL
生駒市 NULL
有田市 NULL
海南市 NULL
橋本市 NULL
田辺市 NULL
新宮市 NULL
倉吉市 NULL
境港市 NULL
益田市 NULL
江津市 NULL
大田市 NULL
笠岡市 NULL
玉野市 NULL
井原市 NULL
総社市 NULL
浜田市 NULL
高梁市 NULL
津山市 NULL
備前市 NULL
新見市 NULL
竹原市 NULL
三原市 NULL
呉市 NULL
尾道市 NULL
三次市 NULL
東広島市 NULL
大竹市 NULL
廿日市市 NULL
|{長門||長門市}| NULL
|{柳井||柳井市}| NULL
萩市 NULL
小松島市 NULL
阿南市 NULL
丸亀市 NULL
坂出市 NULL
善通寺市 NULL
|{City of Grande Prairie||Grande Prairie}| |55.170833333333334 -118.79472222222222|
東かがわ市 NULL
さぬき市 NULL
|{観音寺||観音寺市・Kan'onji City}| NULL
宇和島市 NULL
西条市 NULL
室戸市 NULL
|{高知||高知市 · Kōchi City}| NULL
安芸市 NULL
土佐市 NULL
南国市 NULL
宿毛市 NULL
須崎市 NULL
土佐清水市 NULL
直方市 NULL
田川市 NULL
飯塚市 NULL
柳川市 NULL
筑後市 NULL
八女市 NULL
大川市 NULL
豊前市 NULL
行橋市 NULL
小郡市 NULL
春日市 NULL
大野城市 NULL
筑紫野市 NULL
宗像市 NULL
太宰府市 NULL
古河市 NULL
古賀市 NULL
唐津市 NULL
鳥栖市 NULL
鹿嶋市 NULL
鹿島市 NULL
島原市 NULL
諫早市 NULL
平戸市 NULL
荒尾市 NULL
人吉市 NULL
水俣市 NULL
玉名市 NULL
山鹿市 NULL
菊池市 NULL
別府市 NULL
中津市 NULL
佐伯市 NULL
臼杵市 NULL
津久見市 NULL
竹田市 NULL
豊後高田市 NULL
杵築市 NULL
日田市 NULL
小林市 NULL
串間市 NULL
日向市 NULL
えびの市 NULL
薩摩川内市 NULL
鹿屋市 NULL
枕崎市 NULL
|{仙台||仙台市 · Sendai City}| NULL
阿久根市 NULL
和泉市 NULL
出水市 NULL
垂水市 NULL
西之表市 NULL
|{Jinoon||宜野湾市}| NULL
|{Urashii||浦添市}| NULL
|{Ichuman||糸満市}| NULL
|{Tumigushiku||豊見城市}| NULL
武蔵野市 NULL
八王子市 NULL
三鷹市 NULL
|{Nago||名護市}| NULL
青梅市 NULL
広島県府中市 NULL
町田市 NULL
小平市 NULL
小金井市 NULL
国分寺市 NULL
国立市 NULL
狛江市 NULL
清瀬市 NULL
武蔵村山市 NULL
多摩市 NULL
稲城市 NULL
西東京市 NULL
小野市 NULL
大野市 NULL
出雲市 NULL
|{千代田||千代田区 · Chiyoda City}| NULL
|{墨田||墨田区 · Sumida City}| NULL
|{文京||文京区 · Bunkyō City}| NULL
|{目黒||目黒区 · Meguro City}| NULL
|{品川||品川区 · Shinagawa City}| NULL
|{太田||太田市 · Ōta}| NULL
|{世田谷||世田谷区 · City of Setagaya}| NULL
|{江東||江東区 · Kōtō City}| NULL
|{杉並||杉並区 · Suginami City}| NULL
|{豊島||豊島区 · Toshima City}| NULL
|{板橋||板橋区 · Itabashi City}| NULL
|{荒川||荒川区 · Arakawa City}| NULL
|{練馬||練馬区 · Nerima City}| NULL
|{葛飾||葛飾区 · Katsushika City}| NULL
|{江戸川||江戸川区 · Edogawa City}| NULL
|{足立||足立区 · Adachi City}| NULL
中野市 NULL
|{中央||中央区 · Chūō City}| NULL
|{北||北区 · City of Kita}| NULL
|{港||港区 · Minato City}| NULL
知名町 NULL
|{Kunzan||国頭村}| NULL
|{Ujimi||大宜味村}| NULL
|{Agarijima||東村}| NULL
|{Nachijin||今帰仁村}| NULL
本部町 NULL
|{Unna||恩納村}| NULL
|{Jinuza||宜野座村}| NULL
金武町 NULL
|{Iijima||伊江村}| NULL
|{Yuntan||読谷村}| NULL
北谷町 NULL
北中城村 NULL
中城村 NULL
西原町 NULL
南風原町 NULL
与那原町 NULL
渡嘉敷村 NULL
座間味村 NULL
北大東村 NULL
|{Ihyaa||伊平屋村}| NULL
伊是名村 NULL
多良間村 NULL
久米島町 NULL
竹富町 NULL
与那国町 NULL
三島村 NULL
十島村 NULL
さつま町 NULL
長島町 NULL
姶良市 NULL
霧島市 NULL
大崎町 NULL
東串良町 NULL
中種子町 NULL
南種子町 NULL
大和村 NULL
宇検村 NULL
龍郷町 NULL
瀬戸内町 NULL
天城町 NULL
伊仙町 NULL
和泊町 NULL
与論町 NULL
高原町 NULL
綾町 NULL
国富町 NULL
新富町 NULL
西米良村 NULL
木城町 NULL
川南町 NULL
都農町 NULL
門川町 NULL
高鍋町 NULL
諸塚村 NULL
椎葉村 NULL
日之影町 NULL
高千穂町 NULL
五ヶ瀬町 NULL
姫島村 NULL
日出町 NULL
玖珠町 NULL
九重町 NULL
指宿市 NULL
朝日町 NULL
|{堺||堺市 · Sakai City}| NULL
玉東町 NULL
南関町 NULL
長洲町 NULL
大津町 NULL
菊陽町 NULL
合志市 NULL
南小国町 NULL
阿蘇市 NULL
小国町 NULL
産山村 NULL
高森町 NULL
西原村 NULL
御船町 NULL
嘉島町 NULL
益城町 NULL
甲佐町 NULL
芦北町 NULL
津奈木町 NULL
多良木町 NULL
錦町 NULL
湯前町 NULL
水上村 NULL
五木村 NULL
相良村 NULL
山江村 NULL
あさぎり町 NULL
球磨村 NULL
苓北町 NULL
|{安来||安来市 · Yasugi}| NULL
那珂川町 NULL
志免町 NULL
宇美町 NULL
篠栗町 NULL
須恵町 NULL
久山町 NULL
新宮町 NULL
粕屋町 NULL
芦屋町 NULL
岡垣町 NULL
遠賀町 NULL
小竹町 NULL
鞍手町 NULL
桂川町 NULL
うきは市 NULL
大木町 NULL
広川町 NULL
香春町 NULL
添田町 NULL
糸田町 NULL
川崎町 NULL
大任町 NULL
赤村 NULL
苅田町 NULL
吉富町 NULL
東洋町 NULL
奈半利町 NULL
安田町 NULL
田野町 NULL
北川村 NULL
芸西村 NULL
馬路村 NULL
土佐町 NULL
大川村 NULL
いの町 NULL
佐川町 NULL
中土佐町 NULL
越知町 NULL
日高村 NULL
梼原町 NULL
大月町 NULL
三原村 NULL
土庄町 NULL
三木町 NULL
直島町 NULL
宇多津町 NULL
まんのう町 NULL
琴平町 NULL
多度津町 NULL
壱岐市 NULL
対馬市 NULL
勝浦町 NULL
上勝町 NULL
佐那河内村 NULL
石井町 NULL
神山町 NULL
牟岐町 NULL
北島町 NULL
藍住町 NULL
松茂町 NULL
上板町 NULL
板野町 NULL
和木町 NULL
上関町 NULL
田布施町 NULL
平生町 NULL
|{Hōhoku-chō||豊北町}| NULL
阿武町 NULL
府中町 NULL
海田町 NULL
熊野町 NULL
坂町 NULL
江田島市 NULL
大崎上島町 NULL
世羅町 NULL
佐渡市 NULL
飛騨市 NULL
伊那市 NULL
右京区 NULL
和気町 NULL
里庄町 NULL
矢掛町 NULL
新庄村 NULL
鏡野町 NULL
勝央町 NULL
奈義町 NULL
西粟倉村 NULL
美作市 NULL
久米南町 NULL
|São João Nepomuceno| |{-21.533333333333335 -43.0||-21.54 -43.01083333333333}|
Athus |{49.56333333333333 5.837777777777777||49.56333333333333 5.833333333333333}|
|City of Castle Pines Colorado| |{39.471666666666664 -104.89472222222223||39.471742 -104.894827}|
Cricova |{47.130845 28.857864||47.13333333333333 28.85}|
|Kot Radha Kishan| |{31.1 74.5||31.1725 74.09972222222223}|
Mazamitla |{19.916666666666668 -103.03333333333333||19.916666666666668 -103.36666666666666}|
|Westover Alabama| |{33.349444444444444 -86.53583333333333||33.349444444444444 -86.54694444444445}|
|{Cherla||చర్ల}| |{18.0833 80.8167||18.4 80.49}|
Chimrawas |{24.936 71.488||24.94 71.48}|
|Gillette Wyoming| |44.28277777777778 -105.50527777777778|
|Sanford Maine| |{43.43388888888889 -70.76416666666667||43.43972222222222 -70.77305555555556}|
Ifangni |{6.666666666666667 2.716666666666667||6.666666666666667 2.6666666666666665}|
Puna |{21.03 72.89||21.08 72.88}|
Kilmany |{-38.1 146.9||38.1 146.88333333333333}|
Ternate |{0.6833333333333333 127.4||0.7833333333333333 127.36666666666666}|
かほく市 NULL
九戸村 NULL
川本町 NULL
津和野町 NULL
西ノ島町 NULL
海士町 NULL
智頭町 NULL
若桜町 NULL
三朝町 NULL
南部町 NULL
大山町 NULL
岩出市 NULL
かつらぎ町 NULL
九度山町 NULL
湯浅町 NULL
高野町 NULL
広川町 NULL
日高町 NULL
美浜町 NULL
由良町 NULL
印南町 NULL
白浜町 NULL
上富田町 NULL
すさみ町 NULL
那智勝浦町 NULL
太地町 NULL
古座川町 NULL
北山村 NULL
平群町 NULL
三宅町 NULL
川西町 NULL
田原本町 NULL
御杖村 NULL
明日香村 NULL
河合町 NULL
広陵町 NULL
上牧町 NULL
王寺町 NULL
大淀町 NULL
下市町 NULL
黒滝村 NULL
野迫川村 NULL
下北山村 NULL
十津川村 NULL
川上村 NULL
上北山村 NULL
猪名川町 NULL
稲美町 NULL
播磨町 NULL
市川町 NULL
福崎町 NULL
太子町 NULL
上郡町 NULL
佐用町 NULL
淡路市 NULL
島本町 NULL
忠岡町 NULL
熊取町 NULL
田尻町 NULL
岬町 NULL
河南町 NULL
太子町 NULL
千早赤阪村 NULL
大山崎町 NULL
井手町 NULL
宇治田原町 NULL
笠置町 NULL
和束町 NULL
南山城村 NULL
精華町 NULL
伊根町 NULL
野洲市 NULL
湖南市 NULL
甲賀市 NULL
日野町 NULL
豊郷町 NULL
甲良町 NULL
多賀町 NULL
高島市 NULL
豊山町 NULL
飛島村 NULL
岐南町 NULL
笠松町 NULL
海津市 NULL
養老町 NULL
関ケ原町 NULL
垂井町 NULL
神戸町 NULL
安八町 NULL
揖斐川町 NULL
大野町 NULL
池田町 NULL
北方町 NULL
坂祝町 NULL
富加町 NULL
川辺町 NULL
八百津町 NULL
七宗町 NULL
白川町 NULL
東白川村 NULL
御嵩町 NULL
|{八尾||八尾市 · Yao}| NULL
小海町 NULL
川上村 NULL
立科町 NULL
軽井沢町 NULL
青木村 NULL
富士見町 NULL
辰野町 NULL
箕輪町 NULL
飯島町 NULL
南箕輪村 NULL
中川村 NULL
宮田村 NULL
松川町 NULL
高森町 NULL
阿南町 NULL
阿智村 NULL
平谷村 NULL
根羽村 NULL
下條村 NULL
売木村 NULL
天龍村 NULL
泰阜村 NULL
喬木村 NULL
豊丘村 NULL
上松町 NULL
南木曽町 NULL
木祖村 NULL
王滝村 NULL
大桑村 NULL
麻績村 NULL
生坂村 NULL
山形村 NULL
朝日村 NULL
池田町 NULL
小谷村 NULL
坂城町 NULL
小布施町 NULL
高山村 NULL
白馬村 NULL
山ノ内町 NULL
木島平村 NULL
野沢温泉村 NULL
小川村 NULL
栄村 NULL
上天草市 NULL
|Vila Nova de Gaia| NULL
白川村 NULL
伏見区 NULL
湯沢町 NULL
四国中央市 NULL
潮来市 NULL
永平寺町 NULL
坂井市 NULL
池田町 NULL
越前町 NULL
美浜町 NULL
高浜町 NULL
おおい町 NULL
川北町 NULL
野々市市 NULL
津幡町 NULL
志賀町 NULL
上市町 NULL
立山町 NULL
舟橋村 NULL
朝日町 NULL
入善町 NULL
弥彦村 NULL
田上町 NULL
出雲崎町 NULL
津南町 NULL
関川村 NULL
粟島浦村 NULL
聖籠町 NULL
|{Isumi||いすみ市}| |35.25388888888889 140.3852777777778|
伊奈町 NULL
毛呂山町 NULL
滑川町 NULL
小川町 NULL
嵐山町 NULL
川島町 NULL
吉見町 NULL
鳩山町 NULL
横瀬町 NULL
皆野町 NULL
長瀞町 NULL
小鹿野町 NULL
東秩父村 NULL
寄居町 NULL
宮代町 NULL
白岡市 NULL
杉戸町 NULL
松伏町 NULL
三芳町 NULL
南牧村 NULL
中之条町 NULL
千代田町 NULL
茂木町 NULL
市貝町 NULL
芳賀町 NULL
壬生町 NULL
野木町 NULL
岩舟町 NULL
塩谷町 NULL
高根沢町 NULL
上三川町 NULL
茨城町 NULL
大洗町 NULL
東海村 NULL
那珂市 NULL
常陸大宮市 NULL
大子町 NULL
神栖市 NULL
鉾田市 NULL
美浦村 NULL
阿見町 NULL
桜川市 NULL
河内町 NULL
かすみがうら市 NULL
八千代町 NULL
五霞町 NULL
境町 NULL
利根町 NULL
桑折町 NULL
伊達市 NULL
国見町 NULL
川俣町 NULL
鏡石町 NULL
天栄村 NULL
下郷町 NULL
檜枝岐村 NULL
只見町 NULL
北塩原村 NULL
西会津町 NULL
磐梯町 NULL
猪苗代町 NULL
会津坂下町 NULL
湯川村 NULL
柳津町 NULL
三島町 NULL
金山町 NULL
昭和村 NULL
西郷村 NULL
中島村 NULL
矢吹町 NULL
泉崎村 NULL
棚倉町 NULL
矢祭町 NULL
塙町 NULL
鮫川村 NULL
石川町 NULL
玉川村 NULL
平田村 NULL
浅川町 NULL
古殿町 NULL
三春町 NULL
小野町 NULL
広野町 NULL
楢葉町 NULL
富岡町 NULL
大熊町 NULL
双葉町 NULL
浪江町 NULL
葛尾村 NULL
新地町 NULL
飯舘村 NULL
山辺町 NULL
中山町 NULL
西川町 NULL
大江町 NULL
大石田町 NULL
舟形町 NULL
最上町 NULL
金山町 NULL
大蔵村 NULL
真室川町 NULL
鮭川村 NULL
戸沢村 NULL
高畠町 NULL
川西町 NULL
白鷹町 NULL
小国町 NULL
三川町 NULL
遊佐町 NULL
越生町 NULL
小坂町 NULL
上小阿仁村 NULL
藤里町 NULL
五城目町 NULL
井川町 NULL
大潟村 NULL
にかほ市 NULL
仙北市 NULL
東成瀬村 NULL
七ヶ宿町 NULL
大河原町 NULL
村田町 NULL
柴田町 NULL
川崎町 NULL
丸森町 NULL
亘理町 NULL
山元町 NULL
松島町 NULL
七ヶ浜町 NULL
利府町 NULL
大和町 NULL
大郷町 NULL
富谷町 NULL
色麻町 NULL
加美町 NULL
大衡村 NULL
涌谷町 NULL
栗原市 NULL
登米市 NULL
女川町 NULL
葛巻町 NULL
雫石町 NULL
岩手町 NULL
滝沢村 NULL
紫波町 NULL
矢巾町 NULL
金ケ崎町 NULL
平泉町 NULL
住田町 NULL
大槌町 NULL
岩泉町 NULL
山田町 NULL
田野畑村 NULL
普代村 NULL
軽米町 NULL
野田村 NULL
一戸町 NULL
長与町 NULL
時津町 NULL
川棚町 NULL
波佐見町 NULL
東彼杵町 NULL
小値賀町 NULL
佐々町 NULL
NULL NULL
|{Gwangdongmyeong||광명}| NULL
留萌 NULL
京丹後市 NULL
Charny NULL
瑞穂町 NULL
瀬戸内市 NULL
阿賀野市 NULL
魚沼市 NULL
洋野町 NULL
五島市 NULL
西区 NULL
七尾市 NULL
南砺市 NULL
当別町 NULL
新篠津村 NULL
長万部町 NULL
上ノ国町 NULL
乙部町 NULL
奥尻町 NULL
江差町 NULL
せたな町 NULL
島牧村 NULL
黒松内町 NULL
蘭越町 NULL
真狩村 NULL
留寿都村 NULL
ニセコ町 NULL
寿都町 NULL
喜茂別町 NULL
共和町 NULL
岩内町 NULL
倶知安町 NULL
泊村 NULL
神恵内村 NULL
古平町 NULL
余市町 NULL
赤井川村 NULL
南幌町 NULL
奈井江町 NULL
上砂川町 NULL
長沼町 NULL
栗山町 NULL
由仁町 NULL
月形町 NULL
浦臼町 NULL
新十津川町 NULL
妹背牛町 NULL
秩父別町 NULL
北竜町 NULL
雨竜町 NULL
沼田町 NULL
幌加内町 NULL
鷹栖町 NULL
東神楽町 NULL
当麻町 NULL
愛別町 NULL
比布町 NULL
上川町 NULL
東川町 NULL
上富良野町 NULL
中富良野町 NULL
南富良野町 NULL
和寒町 NULL
剣淵町 NULL
下川町 NULL
占冠村 NULL
音威子府村 NULL
美深町 NULL
中川町 NULL
増毛町 NULL
小平町 NULL
苫前町 NULL
初山別村 NULL
遠別町 NULL
天塩町 NULL
羽幌町 NULL
幌延町 NULL
猿払村 NULL
浜頓別町 NULL
中頓別町 NULL
豊富町 NULL
礼文町 NULL
利尻町 NULL
利尻富士町 NULL
清里町 NULL
斜里町 NULL
小清水町 NULL
訓子府町 NULL
置戸町 NULL
佐呂間町 NULL
遠軽町 NULL
湧別町 NULL
興部町 NULL
西興部村 NULL
滝上町 NULL
雄武町 NULL
豊浦町 NULL
壮瞥町 NULL
むかわ町 NULL
厚真町 NULL
日高町 NULL
平取町 NULL
浦河町 NULL
様似町 NULL
えりも町 NULL
音更町 NULL
上士幌町 NULL
鹿追町 NULL
新得町 NULL
清水町 NULL
芽室町 NULL
中札内村 NULL
更別村 NULL
大樹町 NULL
幕別町 NULL
池田町 NULL
本別町 NULL
豊頃町 NULL
足寄町 NULL
浦幌町 NULL
広尾町 NULL
陸別町 NULL
士幌町 NULL
中村区 NULL
三宅村 NULL
NULL NULL
米原市 NULL
東近江市 NULL
あわら市 NULL
南越前町 NULL
奥多摩町 NULL
美郷町 NULL
福津市 NULL
田村市 NULL
Nanded-Waghala NULL
NULL NULL
安芸高田市 NULL
吉野川市 NULL
神石高原町 NULL
枝幸町 NULL
安芸太田町 NULL
北広島町 NULL
大仙市 NULL
阿賀町 NULL
厚岸町 NULL
浜中町 NULL
標茶町 NULL
弟子屈町 NULL
鶴居村 NULL
白糠町 NULL
別海町 NULL
中標津町 NULL
標津町 NULL
羅臼町 NULL
東松島市 NULL
Blissville NULL
香美町 NULL
貝塚市 NULL
宍粟市 NULL
南あわじ市 NULL
丹波市 NULL
稲敷市 NULL
|{City of Vice||Vice City}| NULL
城里町 NULL
筑西市 NULL
坂東市 NULL
宝達志水町 NULL
|{Fabryczna borough||Fabryczna dzielnica||Industrial borough}| NULL
筑前町 NULL
庄内町 NULL
北秋田市 NULL
由利本荘市 NULL
新上五島町 NULL
うるま市 NULL
白山市 NULL
中能登町 NULL
能美市 NULL
中川区 NULL
東串良町 NULL
南大隅町 NULL
錦江町 NULL
|{City of East Jakarta||Kota Administrasi Jakarta Timur}| NULL
|{City of West Jakarta||Kota Administrasi Jakarta Barat}| NULL
|{City of North Jakarta||Kota Administrasi Jakarta Utara}| NULL
|{City of Central Jakarta||Kota Administrasi Jakarta Pusat}| NULL
|{City of South Jakarta||Kota Administrasi Jakarta Selatan}| NULL
那須塩原市 NULL
Kendari |-3.967488888888889 122.5947|
NULL |22.784444444444446 115.36527777777778|
Shivdaspur NULL
さくら市 NULL
八幡平市 NULL
西和賀町 NULL
NULL NULL
湧水町 NULL
|{日置市||日置市 · Hioki City}| NULL
潟上市 NULL
南さつま市 NULL
いちき串木野市 NULL
若狭町 NULL
曽於市 NULL
ふじみ野市 NULL
長和町 NULL
安曇野市 NULL
山陽小野田市 NULL
胎内市 NULL
神河町 NULL
新温泉町 NULL
多可町 NULL
豊後大野市 NULL
由布市 NULL
宇城市 NULL
ときがわ町 NULL
|{Mascara||معسكر}| NULL
北斗 NULL
奥州市 NULL
大島町 NULL
利島村 NULL
紀の川市 NULL
|徳島県三好市 · Miyoshi City of Tokushima| NULL
|Haveli Lakha| NULL
三種町 NULL
嘉麻市 NULL
八峰町 NULL
射水市 NULL
三豊市 NULL
綾川町 NULL
|{Yalta municipality||Ялтинська міськрада}| NULL
Auburndale NULL
東吾妻町 NULL
小豆島町 NULL
奄美市 NULL
|{Nanjoo||南城市}| NULL
|{Myaaku||Naaku||宮古島市}| NULL
大崎市 NULL
仁淀川町 NULL
南会津町 NULL
四万十市 NULL
四万十町 NULL
日の出町 NULL
黒潮町 NULL
檜原村 NULL
上田市 NULL
つくばみらい市 NULL
行方市 NULL
小美玉市 NULL
|{Distrito sang Manduryaw||Mandurriao District}| NULL
津野町 NULL
香美市 NULL
香南市 NULL
|{Podil Raion||Подільський район}| NULL
下野市 NULL
上毛町 NULL
|{Ordzhonikidze||Орджонікідзе}| NULL
南丹市 NULL
Kakgaina NULL
|Miranpur Katra| NULL
|Khatauli Rural| NULL
|{Khekada||खेकडा}| NULL
Kunjaban NULL
Mohiuddinpur |29.985048 77.643535|
|Mukrampur Khema| NULL
|Mundera Bazar| NULL
Mundia NULL
|Oel Dhakwa| NULL
Perumagalur NULL
Rehambal |32.925018 75.061241|
Saunkh NULL
|Singahi Bhiraura| NULL
|Sukhmalpur Nizamabad| NULL
|Tatarpur Lallu| NULL
|Tetri Bazar| NULL
Thirunageswaram NULL
南阿蘇村 NULL
那須烏山市 NULL
|El Ain| NULL
Vidyavihar NULL
国東市 NULL
つるぎ町 NULL
木曽町 NULL
美里町 NULL
京丹波町 NULL
|{Richmond County||Staten Island}| NULL
山都町 NULL
千歳 NULL
|{つくば||つくば市}| NULL
|{さいたま||さいたま市 · Saitama City}| NULL
|{富山||富山市 · Toyama City}| NULL
|{千葉||千葉市 · Chiba City}| NULL
|{大津||大津市 · Ōtsu City}| NULL
|{奈良||奈良市 · Nara City}| NULL
|{和歌山||和歌山市 · Wakayama City}| NULL
|{岐阜||岐阜市 · Gifu City}| NULL
|{前橋||前橋市 · Maebashi City}| NULL
|{札幌||札幌市 · City of Sapporo}| NULL
|{岡山||岡山市 · Okayama City}| NULL
