id,key,value,type
369170842,ele,2242,regular
369170842,name,Mountain Lion Mine,regular
369170842,landuse,quarry,regular
369170842,state,CO,addr
369170842,created,04/30/1996,gnis
369170842,feature_id,1685141,gnis
369170842,county_name,Boulder,gnis
369170842,feature_type,Mine,gnis
369171089,ele,2489,regular
369171089,name,Early Spring Mine,regular
369171089,landuse,quarry,regular
369171089,state,CO,addr
369171089,created,04/30/1996,gnis
369171089,feature_id,1685052,gnis
369171089,county_name,Boulder,gnis
369171089,feature_type,Mine,gnis
369171521,ele,2468,regular
369171521,name,Anamosa Mine,regular
369171521,landuse,quarry,regular
369171521,state,CO,addr
369171521,created,04/30/1996,gnis
369171521,feature_id,1685271,gnis
369171521,county_name,Clear Creek,gnis
369171521,feature_type,Mine,gnis
369171975,ele,1582,regular
369171975,name,Spencer Mine,regular
369171975,landuse,quarry,regular
369171975,state,CO,addr
369171975,created,04/30/1996,gnis
369171975,feature_id,1685241,gnis
369171975,county_name,Boulder,gnis
369171975,feature_type,Mine,gnis
369172458,ele,2582,regular
369172458,name,Silver Age Mine,regular
369172458,landuse,quarry,regular
369172458,state,CO,addr
369172458,created,05/08/1996,gnis
369172458,feature_id,1693593,gnis
369172458,county_name,Clear Creek,gnis
369172458,feature_type,Mine,gnis
369172912,ele,1679,regular
369172912,name,Dog Pound Pit,regular
369172912,landuse,quarry,regular
369172912,state,CO,addr
369172912,created,05/08/1996,gnis
369172912,feature_id,1693663,gnis
369172912,county_name,Jefferson,gnis
369172912,feature_type,Mine,gnis
369173147,ele,2688,regular
369173147,name,Franklin Shaft Number Eighty-seven Mine,regular
369173147,landuse,quarry,regular
369173147,state,CO,addr
369173147,created,04/30/1996,gnis
369173147,feature_id,1685524,gnis
369173147,county_name,Clear Creek,gnis
369173147,feature_type,Mine,gnis
369173522,ele,2885,regular
369173522,name,Jones Mine,regular
369173522,landuse,quarry,regular
369173522,state,CO,addr
369173522,created,05/08/1996,gnis
369173522,feature_id,1693462,gnis
369173522,county_name,Gilpin,gnis
369173522,feature_type,Mine,gnis
369173853,ele,2823,regular
369173853,name,C Tyrol Mine,regular
369173853,landuse,quarry,regular
369173853,state,CO,addr
369173853,created,05/08/1996,gnis
369173853,feature_id,1694051,gnis
369173853,county_name,Clear Creek,gnis
369173853,feature_type,Mine,gnis
369174179,ele,2513,regular
369174179,name,Paynes Bar Mine,regular
369174179,landuse,quarry,regular
369174179,state,CO,addr
369174179,created,05/08/1996,gnis
369174179,feature_id,1694237,gnis
369174179,county_name,Clear Creek,gnis
369174179,feature_type,Mine,gnis
369174339,ele,2639,regular
369174339,name,Dunbarton Mine,regular
369174339,landuse,quarry,regular
369174339,state,CO,addr
369174339,created,05/08/1996,gnis
369174339,feature_id,1693829,gnis
369174339,county_name,Clear Creek,gnis
369174339,feature_type,Mine,gnis
369174472,ele,3023,regular
369174472,name,Anchor Extension Mine,regular
369174472,landuse,quarry,regular
369174472,state,CO,addr
369174472,created,05/08/1996,gnis
369174472,feature_id,1693959,gnis
369174472,county_name,Clear Creek,gnis
369174472,feature_type,Mine,gnis
369175020,ele,2182,regular
369175020,name,Capitol Central Mine,regular
369175020,landuse,quarry,regular
369175020,state,CO,addr
369175020,created,05/08/1996,gnis
369175020,feature_id,1694338,gnis
369175020,county_name,Jefferson,gnis
369175020,feature_type,Mine,gnis
369175260,ele,1772,regular
369175260,name,Deer Creek South Pit Quarry,regular
369175260,landuse,quarry,regular
369175260,state,CO,addr
369175260,created,12/02/1996,gnis
369175260,feature_id,1703699,gnis
369175260,county_name,Jefferson,gnis
369175260,feature_type,Mine,gnis
418581679,highway,crossing,regular
423560169,amenity,fuel,regular
423560169,operator,Mini Mart,regular
432176919,ref,196,regular
432176919,highway,motorway_junction,regular
432212947,highway,traffic_signals,regular
433486253,source,Yahoo,regular
433486253,highway,turning_circle,regular
434146892,highway,traffic_signals,regular
442621224,name,The Keg Steakhouse & Bar,regular
442621224,amenity,restaurant,regular
442621224,cuisine,steak_house,regular
442621224,city,Denver,addr
442621224,street,Wynkoop Street,addr
442621224,postcode,80202,addr
442621224,housenumber,1890,addr
479440273,highway,traffic_signals,regular
526675215,power,tower,regular
527432274,name,Walgreens,regular
527432274,amenity,pharmacy,regular
527432274,dispensing,yes,regular
529018629,power,tower,regular
529018629,source,Bing,regular
529793681,highway,turning_circle,regular
530425881,name,Crags Hotel Ruins,regular
530425881,tourism,viewpoint,regular
547679408,highway,traffic_signals,regular
563484826,city,Lakewood,addr
563484826,housenumber,955,addr
563484826,postcode,80226,addr
563484826,street,South Kipling Parkway,addr
563484826,alt_name,Hilario's Fine Mexican Food,regular
563484826,amenity,restaurant,regular
563484826,cuisine,mexican,regular
563484826,name,Hilario's,regular
563484826,old_name,Moose Hill Cantina,regular
563484826,phone,303-480-5435,regular
563484826,source,Bing,regular
563484826,website,http://www.hilariosmexicanfood.com/,regular
563484826,wheelchair,limited,regular
564958534,highway,traffic_signals,regular
574186985,crossing,traffic_signals,regular
574186985,highway,crossing,regular
574186985,source,Bing,regular
577484031,highway,crossing,regular
577484031,crossing,zebra,regular
582769411,highway,traffic_signals,regular
585371033,name,N & S Chieftain,regular
585371033,note,"Record <a href=""http://tin.er.usgs.gov/mineplant/show.php?labno=352"">352</a> of the <a href=""http://tin.er.usgs.gov/mineplant/"">Active mines and mineral plants in the US</a>",regular
585371033,landuse,quarry,regular
585371033,man_made,mine,regular
587610676,highway,traffic_signals,regular
602893123,highway,turning_circle,regular
622753490,highway,turning_circle,regular
624991891,highway,turning_circle,regular
653992410,highway,turning_circle,regular
663917651,city,Northglenn,addr
663917651,street,Community Circle Dr,addr
663917651,country,US,addr
663917651,postcode,80233,addr
663917651,housenumber,49,addr
668301676,highway,crossing,regular
668301676,crossing,zebra,regular
684325743,source,Bing,regular
684325743,highway,crossing,regular
684325743,crossing,traffic_signals,regular
687142386,name,Peaberry Coffe,regular
687142386,amenity,cafe,regular
688192888,highway,turning_circle,regular
689774092,source,Yahoo,regular
689774092,highway,turning_circle,regular
694426589,highway,turning_circle,regular
694643870,highway,turning_circle,regular
695424062,highway,crossing,regular
699384228,entrance,yes,regular
765404454,highway,traffic_signals,regular
774103583,highway,crossing,regular
774103583,crossing,zebra,regular
792030753,power,transformer,regular
792050688,power,tower,regular
792050688,source,Yahoo,regular
792690740,power,pole,regular
792690740,source,Yahoo,regular
792698958,power,pole,regular
792698958,source,Yahoo,regular
792805347,power,tower,regular
792911139,power,tower,regular
792911139,source,Yahoo,regular
795009371,power,pole,regular
795082932,power,tower,regular
795082932,source,Yahoo,regular
795083402,power,tower,regular
795083402,source,Yahoo,regular
796492270,power,tower,regular
797349183,power,tower,regular
798711927,power,pole,regular
798711927,source,Yahoo,regular
801185550,power,tower,regular
802966705,ref,383,regular
802966705,power,tower,regular
802966705,source,bing,regular
802966705,material,steel,regular
805988978,railway,level_crossing,regular
807159551,power,tower,regular
807159551,source,Yahoo,regular
823952763,highway,crossing,regular
823952763,crossing,uncontrolled,regular
824054235,highway,crossing,regular
824054235,crossing,uncontrolled,regular
824067386,crossing,uncontrolled,regular
847504555,amenity,parking,regular
872390844,source,OSMP,regular
942714309,atm,yes,regular
942714309,name,Evergreen National Bank,regular
942714309,amenity,bank,regular
942714309,street,Colorado Boulevard,addr
942714309,housenumber,2394,addr
945536592,street,Virginia Street,addr
945536592,housenumber,630,addr
947540358,street,Riverside Drive,addr
947540358,housenumber,3333,addr
947573403,sport,american_football,regular
947585544,city,Idaho Springs,addr
947585544,street,Colorado Blvd,addr
947585544,housenumber,1245,addr
964657010,ele,2756.9160000,regular
964657010,fee,no,regular
964657010,access,yes,regular
964657010,indoor,yes,regular
964657010,amenity,toilets,regular
964657010,disposal,pitlatrine,toilets
971249726,highway,crossing,regular
984954103,amenity,parking,regular
998748147,highway,turning_circle,regular
998841709,highway,turning_circle,regular
1029062010,highway,turning_circle,regular
1034152095,highway,turning_circle,regular
1034611509,traffic_calming,bump,regular
1034780829,highway,traffic_signals,regular
1038519923,highway,turning_circle,regular
1038550604,highway,turning_circle,regular
1038864578,waterway,weir,regular
1038981841,ele,2218.0296000,regular
1038981841,tourism,picnic_site,regular
1038981841,wpt_symbol,Picnic Area,regular
1060775420,tourism,picnic_site,regular
1068535583,name,Casual Male XL,regular
1068535583,shop,clothes,regular
1077963714,tmp,tmp,regular
1077963869,tmp,tmp,regular
1085143890,name,Dependable Cleaners,regular
1085143890,shop,dry_cleaning,regular
1085143890,opening_hours,Mo-Fr 07:00-19:00;Sa 08:00-18:00;Su 10:00-16:00,regular
1090910991,highway,crossing,regular
1090910991,crossing,zebra,regular
1100866187,highway,turning_circle,regular
1101030659,highway,crossing,regular
1101030659,crossing,uncontrolled,regular
1105660880,power,tower,regular
1105660880,source,bing,regular
1106703791,power,tower,regular
1106703791,source,bing,regular
1106705515,power,tower,regular
1106705515,source,bing,regular
1108656400,power,tower,regular
1108656400,source,bing,regular
1108656523,ref,68,regular
1108656523,power,tower,regular
1108656523,source,bing,regular
1108657600,ref,26,regular
1108657600,power,tower,regular
1108657600,source,bing,regular
1109709680,city,Boulder,addr
1109709680,housenumber,4949,addr
1109709680,state,CO,addr
1109709680,street,Broadway,addr
1109709680,name,Boulder Sports Recycler,regular
1109709680,shop,bicycle,regular
1109800211,ref,320,regular
1109800211,power,tower,regular
1109800211,source,bing,regular
1119621889,name,King Soopers,regular
1119621889,amenity,fuel,regular
1156504025,name,Pete's Greek Town Cafe,regular
1156504025,amenity,cafe,regular
1156504025,cuisine,american,regular
1156504025,website,http://petesrestaurants.com,regular
1156504025,street,East Colfax Avenue,addr
1156504025,postcode,80206,addr
1156504025,housenumber,2910,addr
1165819135,barrier,arch,regular
1176324409,name,Good Measure Coffee,regular
1176324409,amenity,cafe,regular
1178391619,emergency,fire_hydrant,regular
1183592785,access,no,regular
1183592785,barrier,gate,regular
1184019779,highway,turning_circle,regular
1184040192,amenity,bench,regular
1184048115,amenity,bench,regular
1185574420,name,Buffalo Lock & Key,regular
1185574420,shop,locksmith,regular
1185574420,phone,+1 303 4940707,regular
1185574420,city,Boulder,addr
1185574420,street,Baseline Road,addr
1185574420,opening_hours,Mo-Fr 08:00-17:00; Sa 9:00-13:00,regular
1185574420,housenumber,2510,addr
1196574862,power,tower,regular
1197700874,power,tower,regular
1197701385,power,tower,regular
1197702412,power,tower,regular
1197703351,power,tower,regular
1199355437,power,tower,regular
1203514013,power,tower,regular
1203514539,power,tower,regular
1203515092,power,tower,regular
1203515765,power,tower,regular
1203942123,power,tower,regular
1203942226,power,tower,regular
1203942446,power,tower,regular
1203942662,power,tower,regular
1207019353,power,tower,regular
1208348716,highway,turning_circle,regular
1211273381,highway,turning_circle,regular
